feature,mean_abs_shap
num_submissions,2.17657732963562
avg_score,0.828384518623352
late_clicks,0.8182755708694458
num_active_days,0.5216493606567383
early_clicks,0.40831050276756287
max_score,0.26190057396888733
unique_activities,0.16994689404964447
highest_education,0.11405755579471588
avg_daily_clicks,0.1036931574344635
studied_credits,0.0672391876578331
